Time_Period,Time_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
1,00:00:00,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0
15,03:30:00,0.0,0.0,0.0
16,03:45:00,0.0,0.0,0.0
17,04:00:00,0.0,0.0,0.0
18,04:15:00,0.0,0.0,0.0
19,04:30:00,0.0,0.0,0.0
20,04:45:00,0.0,0.0,0.0
21,05:00:00,0.0,0.0,0.0
22,05:15:00,0.0,0.0,0.0
23,05:30:00,0.0,0.0,0.0
24,05:45:00,0.0,0.0,0.0
25,06:00:00,0.0,0.0,0.0
26,06:15:00,0.0,0.0,0.0
27,06:30:00,0.0,0.0,0.0
28,06:45:00,0.0,0.0,0.0
29,07:00:00,0.0,0.0,0.0
30,07:15:00,0.0,0.0,0.0
31,07:30:00,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0
45,11:00:00,0.0,8.799999999999345,-8.799999999999345
46,11:15:00,0.0,8.800000000000018,-8.800000000000018
47,11:30:00,0.0,8.799999999999953,-8.799999999999953
48,11:45:00,0.0,8.8,-8.8
49,12:00:00,1.6626700016786344e-11,17.999999999998067,-17.99999999998144
50,12:15:00,2.713988946030027e-11,-2.2816316745503597e-14,2.7162705777045775e-11
51,12:30:00,7.275066975436581e-12,-2.2404300636134613e-14,7.297471276072716e-12
52,12:45:00,0.0,0.0,0.0
53,13:00:00,5.068047693580814,1.6024026550098825e-11,5.0680476935647905
54,13:15:00,17.959773575815877,2.176925306685007e-12,17.9597735758137
55,13:30:00,17.959773575815877,0.0,17.959773575815877
56,13:45:00,17.959773575815877,1.0621196970044887e-14,17.959773575815866
57,14:00:00,0.0,-1.0800249583553524e-13,1.0800249583553524e-13
58,14:15:00,0.0,0.0,0.0
59,14:30:00,0.0,0.0,0.0
60,14:45:00,0.0,0.0,0.0
61,15:00:00,0.0,0.0,0.0
62,15:15:00,0.0,0.0,0.0
63,15:30:00,0.0,0.0,0.0
64,15:45:00,0.0,0.0,0.0
65,16:00:00,0.0,0.0,0.0
66,16:15:00,0.0,0.0,0.0
67,16:30:00,0.0,0.0,0.0
68,16:45:00,-0.0,0.0,-0.0
69,17:00:00,0.0,32.999999999999964,-32.999999999999964
70,17:15:00,0.6455498012767993,-3.406719351062293e-14,0.6455498012768334
71,17:30:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
72,17:45:00,17.959773575815877,0.0,17.959773575815877
73,18:00:00,0.0,0.0,0.0
74,18:15:00,0.0,32.999999999999964,-32.999999999999964
75,18:30:00,0.0,32.999999999999964,-32.999999999999964
76,18:45:00,0.0,32.999999999999964,-32.999999999999964
77,19:00:00,0.0,30.669565217390694,-30.669565217390694
78,19:15:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
79,19:30:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
80,19:45:00,17.959773575815877,1.2487788580983763e-13,17.959773575815753
81,20:00:00,17.959773575815877,0.0,17.959773575815877
82,20:15:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
83,20:30:00,17.959773575815877,0.0,17.959773575815877
84,20:45:00,17.959773575815877,0.0,17.959773575815877
85,21:00:00,17.959773575815877,1.2487788580983763e-13,17.959773575815753
86,21:15:00,0.0,0.0,0.0
87,21:30:00,0.0,16.799999999999937,-16.799999999999937
88,21:45:00,0.0,16.799999999999937,-16.799999999999937
89,22:00:00,0.0,16.799999999999937,-16.799999999999937
90,22:15:00,0.0,14.43478260869557,-14.43478260869557
91,22:30:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
92,22:45:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
93,23:00:00,17.959773575815877,-9.112710586123286e-14,17.95977357581597
94,23:15:00,17.959773575815877,1.687538997430238e-14,17.95977357581586
95,23:30:00,0.0,0.0,0.0
96,23:45:00,0.0,0.0,0.0
