Time_Period,Time_Label,Grid_Energy_kWh,Energy_Cost_USD,CO2_Emissions_kg,Cumulative_Energy_Cost_USD,Cumulative_CO2_Emissions_kg,Missed_Work_kWh
1,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
15,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
16,03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
17,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
18,04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
19,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
20,04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
21,05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
22,05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
23,05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
24,05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
25,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
26,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
27,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
28,06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
29,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
30,07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
31,07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
45,11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
46,11:15:00,-3.7609621735265504e-12,-4.5131546082318605e-13,-2.2565773041159302e-13,-4.5131546082318605e-13,-2.2565773041159302e-13,0.0
47,11:30:00,0.0,0.0,0.0,-4.5131546082318605e-13,-2.2565773041159302e-13,0.0
48,11:45:00,0.0,0.0,0.0,-4.5131546082318605e-13,-2.2565773041159302e-13,0.0
49,12:00:00,4.489943393953969,0.5387932072744763,0.26939660363723816,0.538793207274025,0.2693966036370125,1.2499999999999856
50,12:15:00,3.251836685539579,0.39022040226474947,0.19511020113237473,0.9290136095387744,0.4645068047693872,0.0
51,12:30:00,4.489943393953969,0.5387932072744763,0.26939660363723816,1.4678068168132508,0.7339034084066254,0.0
52,12:45:00,4.489943393953969,0.5387932072744763,0.26939660363723816,2.006600024087727,1.0033000120438635,0.0
53,13:00:00,4.489943393953969,0.5387932072744763,0.26939660363723816,2.5453932313622034,1.2726966156811017,0.0
