Time_Period,Time_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
1,00:00:00,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0
15,03:30:00,2.4874680093489587e-10,0.0,2.4874680093489587e-10
16,03:45:00,-0.0,0.0,-0.0
17,04:00:00,-0.0,0.0,-0.0
18,04:15:00,-0.0,0.0,-0.0
19,04:30:00,2.456593057630878e-10,0.0,2.456593057630878e-10
20,04:45:00,-0.0,0.0,-0.0
21,05:00:00,-0.0,0.0,-0.0
22,05:15:00,-0.0,0.0,-0.0
23,05:30:00,-0.0,0.0,-0.0
24,05:45:00,-0.0,0.0,-0.0
25,06:00:00,-0.0,0.0,-0.0
26,06:15:00,-0.0,0.0,-0.0
27,06:30:00,4.54747350886464e-13,0.0,4.54747350886464e-13
28,06:45:00,-0.0,0.0,-0.0
29,07:00:00,-0.0,0.0,-0.0
30,07:15:00,-3.8294513758860134e-13,0.0,-3.8294513758860134e-13
31,07:30:00,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0
45,11:00:00,0.0,18.0,-18.0
46,11:15:00,0.0,18.0,-18.0
47,11:30:00,0.0,18.0,-18.0
48,11:45:00,0.0,18.0,-18.0
49,12:00:00,0.0,0.0,0.0
50,12:15:00,0.0,18.0,-18.0
51,12:30:00,16.76249102202704,0.0,16.76249102202704
52,12:45:00,16.76249102202704,0.0,16.76249102202704
53,13:00:00,10.863650351399794,0.0,10.863650351399794
54,13:15:00,16.76249102202704,0.0,16.76249102202704
55,13:30:00,16.76249102202704,0.0,16.76249102202704
56,13:45:00,16.76249102202704,0.0,16.76249102202704
57,14:00:00,0.0,0.0,0.0
58,14:15:00,0.0,0.0,0.0
59,14:30:00,5.467938859602758,0.0,5.467938859602758
60,14:45:00,0.0,0.0,0.0
61,15:00:00,0.0,0.0,0.0
62,15:15:00,0.0,0.0,0.0
63,15:30:00,0.0,0.0,0.0
64,15:45:00,0.0,0.0,0.0
65,16:00:00,0.0,0.0,0.0
66,16:15:00,0.0,0.0,0.0
67,16:30:00,0.0,0.0,0.0
68,16:45:00,0.0,0.0,0.0
69,17:00:00,0.0,33.0,-33.0
70,17:15:00,0.0,33.0,-33.0
71,17:30:00,16.76249102202704,0.0,16.76249102202704
72,17:45:00,16.76249102202704,0.0,16.76249102202704
73,18:00:00,0.0,33.0,-33.0
74,18:15:00,0.0,33.0,-33.0
75,18:30:00,16.76249102202704,0.0,16.76249102202704
76,18:45:00,16.76249102202704,0.0,16.76249102202704
77,19:00:00,16.76249102202704,0.0,16.76249102202704
78,19:15:00,16.76249102202704,0.0,16.76249102202704
79,19:30:00,16.76249102202704,0.0,16.76249102202704
80,19:45:00,16.76249102202704,0.0,16.76249102202704
81,20:00:00,0.0,5.0,-5.0
82,20:15:00,0.0,15.0,-15.0
83,20:30:00,0.0,15.0,-15.0
84,20:45:00,0.0,32.0,-32.0
85,21:00:00,3.849389566823974,0.0,3.849389566823974
86,21:15:00,16.76249102202704,0.0,16.76249102202704
87,21:30:00,0.0,0.0,0.0
88,21:45:00,16.76249102202704,0.0,16.76249102202704
89,22:00:00,16.76249102202704,0.0,16.76249102202704
90,22:15:00,16.76249102202704,0.0,16.76249102202704
91,22:30:00,16.76249102202704,0.0,16.76249102202704
92,22:45:00,0.0,0.0,0.0
93,23:00:00,0.0,0.0,0.0
94,23:15:00,0.0,0.0,0.0
95,23:30:00,0.0,0.0,0.0
96,23:45:00,0.0,0.0,0.0
