Time_Period,Time_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
1,00:00:00,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0
15,03:30:00,0.0,0.0,0.0
16,03:45:00,0.0,0.0,0.0
17,04:00:00,0.0,0.0,0.0
18,04:15:00,0.0,0.0,0.0
19,04:30:00,0.0,0.0,0.0
20,04:45:00,0.0,0.0,0.0
21,05:00:00,0.0,0.0,0.0
22,05:15:00,0.0,0.0,0.0
23,05:30:00,0.0,0.0,0.0
24,05:45:00,0.0,0.0,0.0
25,06:00:00,0.0,0.0,0.0
26,06:15:00,0.0,0.0,0.0
27,06:30:00,0.0,0.0,0.0
28,06:45:00,0.0,0.0,0.0
29,07:00:00,0.0,0.0,0.0
30,07:15:00,0.0,0.0,0.0
31,07:30:00,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0
45,11:00:00,0.0,8.799999999999997,-8.799999999999997
46,11:15:00,0.0,8.799999999999997,-8.799999999999997
47,11:30:00,0.0,8.799999999999997,-8.799999999999997
48,11:45:00,0.0,8.799999999999997,-8.799999999999997
49,12:00:00,0.0,0.0,0.0
50,12:15:00,0.0,0.0,0.0
51,12:30:00,9.177122372438179,0.0,9.177122372438179
52,12:45:00,9.177122372438179,0.0,9.177122372438179
53,13:00:00,2.2942805933496966,0.0,2.2942805933496966
54,13:15:00,9.177122372438179,0.0,9.177122372438179
55,13:30:00,9.177122372438179,0.0,9.177122372438179
56,13:45:00,0.0,0.0,0.0
57,14:00:00,0.0,0.0,0.0
58,14:15:00,0.0,0.0,0.0
59,14:30:00,0.0,0.0,0.0
60,14:45:00,0.0,0.0,0.0
61,15:00:00,0.0,0.0,0.0
62,15:15:00,0.0,0.0,0.0
63,15:30:00,0.0,0.0,0.0
64,15:45:00,0.0,0.0,0.0
65,16:00:00,0.0,0.0,0.0
66,16:15:00,0.0,0.0,0.0
67,16:30:00,0.0,0.0,0.0
68,16:45:00,0.0,0.0,0.0
69,17:00:00,0.0,16.799999999999997,-16.799999999999997
70,17:15:00,2.974421748276439e-13,16.799999999999997,-16.7999999999997
71,17:30:00,-1.4165992750985334e-9,16.80000000265957,-16.800000004076168
72,17:45:00,-1.3518047602643381e-9,16.80000000248597,-16.800000003837773
73,18:00:00,-1.4233614932682607e-9,16.800000002485973,-16.800000003909336
74,18:15:00,-2.145617009755144e-12,16.8000000026601,-16.800000002662244
75,18:30:00,-1.4349989307883034e-9,16.00000000294709,-16.000000004382088
76,18:45:00,0.0,8.0,-8.0
77,19:00:00,0.0,8.0,-8.0
78,19:15:00,6.436703055369119e-11,8.0,-7.999999999935633
79,19:30:00,9.17712237709448,-4.581835355566e-9,9.177122381676316
80,19:45:00,9.177122372438179,0.0,9.177122372438179
81,20:00:00,9.177122372438179,0.0,9.177122372438179
82,20:15:00,9.177122372438156,0.0,9.177122372438156
83,20:30:00,9.177122372438166,0.0,9.177122372438166
84,20:45:00,9.17712237258731,-1.3215029071034223e-10,9.17712237271946
85,21:00:00,9.177122372603709,-1.5805134978563729e-10,9.17712237276176
86,21:15:00,9.177122372612892,-1.02171338056678e-9,9.177122373634607
87,21:30:00,9.177122374281673,0.0,9.177122374281673
88,21:45:00,9.177122372430027,0.0,9.177122372430027
89,22:00:00,9.177122372437998,0.0,9.177122372437998
90,22:15:00,9.177122372437992,0.0,9.177122372437992
91,22:30:00,9.177122372438179,0.0,9.177122372438179
92,22:45:00,9.177122372438179,0.0,9.177122372438179
93,23:00:00,9.177122372438179,0.0,9.177122372438179
94,23:15:00,9.177122372438179,0.0,9.177122372438179
95,23:30:00,9.177122372437967,0.0,9.177122372437967
96,23:45:00,0.0,0.0,0.0
