Time_Period,Time_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
1,00:00:00,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0
15,03:30:00,0.0,0.0,0.0
16,03:45:00,0.0,0.0,0.0
17,04:00:00,0.0,0.0,0.0
18,04:15:00,0.0,0.0,0.0
19,04:30:00,0.0,0.0,0.0
20,04:45:00,0.0,0.0,0.0
21,05:00:00,0.0,0.0,0.0
22,05:15:00,0.0,0.0,0.0
23,05:30:00,0.0,0.0,0.0
24,05:45:00,0.0,0.0,0.0
25,06:00:00,0.0,0.0,0.0
26,06:15:00,0.0,0.0,0.0
27,06:30:00,0.0,0.0,0.0
28,06:45:00,0.0,0.0,0.0
29,07:00:00,0.0,0.0,0.0
30,07:15:00,0.0,0.0,0.0
31,07:30:00,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0
45,11:00:00,0.0,18.0,-18.0
46,11:15:00,0.0,18.0,-18.0
47,11:30:00,0.0,8.799999999999997,-8.799999999999997
48,11:45:00,0.0,8.799999999999997,-8.799999999999997
49,12:00:00,17.293841892179877,0.0,17.293841892179877
50,12:15:00,17.293841892179877,-8.43769498715119e-14,17.293841892179962
51,12:30:00,10.15981248668236,1.0800249583553524e-13,10.159812486682252
52,12:45:00,0.0,0.0,0.0
53,13:00:00,0.0,17.99999999999997,-17.99999999999997
54,13:15:00,0.0,0.0,0.0
55,13:30:00,17.293841892179877,0.0,17.293841892179877
56,13:45:00,17.293841892179877,0.0,17.293841892179877
57,14:00:00,0.0,0.0,0.0
58,14:15:00,0.0,0.0,0.0
59,14:30:00,0.0,0.0,0.0
60,14:45:00,0.0,0.0,0.0
61,15:00:00,0.0,0.0,0.0
62,15:15:00,0.0,0.0,0.0
63,15:30:00,0.0,0.0,0.0
64,15:45:00,0.0,0.0,0.0
65,16:00:00,0.0,0.0,0.0
66,16:15:00,0.0,0.0,0.0
67,16:30:00,0.0,0.0,0.0
68,16:45:00,0.0,0.0,0.0
69,17:00:00,0.0,0.0,0.0
70,17:15:00,0.0,32.999999999999964,-32.999999999999964
71,17:30:00,0.0,32.999999999999964,-32.999999999999964
72,17:45:00,17.293841892179877,0.0,17.293841892179877
73,18:00:00,17.293841892179877,0.0,17.293841892179877
74,18:15:00,17.293841892179916,5.73763259126281e-14,17.29384189217986
75,18:30:00,0.0,32.999999999999964,-32.999999999999964
76,18:45:00,0.0,32.999999999999964,-32.999999999999964
77,19:00:00,17.29384189217251,-3.712585794346524e-14,17.293841892172544
78,19:15:00,17.29384189218579,6.750155989720952e-14,17.29384189218572
79,19:30:00,17.293841892179877,-8.43769498715119e-14,17.293841892179962
80,19:45:00,17.293841892179877,2.3625545964023332e-14,17.293841892179852
81,20:00:00,0.0,3.169230769230502,-3.169230769230502
82,20:15:00,0.0,8.800000000000034,-8.800000000000034
83,20:30:00,17.293841892179877,0.0,17.293841892179877
84,20:45:00,17.293841892179877,0.0,17.293841892179877
85,21:00:00,0.0,0.0,0.0
86,21:15:00,3.8781163434911186,4.092282068768327e-14,3.8781163434910777
87,21:30:00,0.0,13.223076923076963,-13.223076923076963
88,21:45:00,0.0,16.800000000000047,-16.800000000000047
89,22:00:00,0.0,16.799999999999937,-16.799999999999937
90,22:15:00,17.293841892179877,0.0,17.293841892179877
91,22:30:00,17.293841892179877,2.3625545964023332e-14,17.293841892179852
92,22:45:00,17.293841892179877,2.3625545964023332e-14,17.293841892179852
93,23:00:00,0.0,7.607692307692412,-7.607692307692412
94,23:15:00,0.0,8.000000000000012,-8.000000000000012
95,23:30:00,17.29384189217997,0.0,17.29384189217997
96,23:45:00,0.0,0.0,0.0
