Time_Period,Time_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
1,00:00:00,0.0,0.0,0.0
2,00:15:00,0.0,0.0,0.0
3,00:30:00,0.0,0.0,0.0
4,00:45:00,0.0,0.0,0.0
5,01:00:00,0.0,0.0,0.0
6,01:15:00,0.0,0.0,0.0
7,01:30:00,0.0,0.0,0.0
8,01:45:00,0.0,0.0,0.0
9,02:00:00,0.0,0.0,0.0
10,02:15:00,0.0,0.0,0.0
11,02:30:00,0.0,0.0,0.0
12,02:45:00,0.0,0.0,0.0
13,03:00:00,0.0,0.0,0.0
14,03:15:00,0.0,0.0,0.0
15,03:30:00,0.0,0.0,0.0
16,03:45:00,0.0,0.0,0.0
17,04:00:00,0.0,0.0,0.0
18,04:15:00,0.0,0.0,0.0
19,04:30:00,0.0,0.0,0.0
20,04:45:00,0.0,0.0,0.0
21,05:00:00,0.0,0.0,0.0
22,05:15:00,0.0,0.0,0.0
23,05:30:00,0.0,0.0,0.0
24,05:45:00,0.0,0.0,0.0
25,06:00:00,0.0,0.0,0.0
26,06:15:00,0.0,0.0,0.0
27,06:30:00,0.0,0.0,0.0
28,06:45:00,0.0,0.0,0.0
29,07:00:00,0.0,0.0,0.0
30,07:15:00,0.0,0.0,0.0
31,07:30:00,0.0,0.0,0.0
32,07:45:00,0.0,0.0,0.0
33,08:00:00,0.0,0.0,0.0
34,08:15:00,0.0,0.0,0.0
35,08:30:00,0.0,0.0,0.0
36,08:45:00,0.0,0.0,0.0
37,09:00:00,0.0,0.0,0.0
38,09:15:00,0.0,0.0,0.0
39,09:30:00,0.0,0.0,0.0
40,09:45:00,0.0,0.0,0.0
41,10:00:00,0.0,0.0,0.0
42,10:15:00,0.0,0.0,0.0
43,10:30:00,0.0,0.0,0.0
44,10:45:00,0.0,0.0,0.0
45,11:00:00,0.0,8.800000000000024,-8.800000000000024
46,11:15:00,0.0,8.8,-8.8
47,11:30:00,0.0,8.800000000000365,-8.800000000000365
48,11:45:00,-0.0,8.800000000000551,-8.800000000000551
49,12:00:00,3.355269531662667e-13,0.0,3.355269531662667e-13
50,12:15:00,-0.0,0.0,-0.0
51,12:30:00,0.0,0.0,0.0
52,12:45:00,0.0,17.99999999999943,-17.99999999999943
53,13:00:00,17.95977357582909,1.687538997430238e-13,17.95977357582892
54,13:15:00,5.068047693593931,-1.1053380433168059e-13,5.068047693594041
55,13:30:00,17.959773575815873,0.0,17.959773575815873
56,13:45:00,17.959773575814072,0.0,17.959773575814072
57,14:00:00,0.0,0.0,0.0
58,14:15:00,0.0,0.0,0.0
59,14:30:00,0.0,0.0,0.0
60,14:45:00,0.0,0.0,0.0
61,15:00:00,0.0,0.0,0.0
62,15:15:00,0.0,0.0,0.0
63,15:30:00,0.0,0.0,0.0
64,15:45:00,0.0,0.0,0.0
65,16:00:00,0.0,0.0,0.0
66,16:15:00,-1.2596879525940835e-13,-5.6843418860807955e-15,-1.2028445337332755e-13
67,16:30:00,-0.0,0.0,-0.0
68,16:45:00,-0.0,0.0,-0.0
69,17:00:00,0.0,32.999999999999964,-32.999999999999964
70,17:15:00,0.6455498012759175,3.417266469796232e-14,0.6455498012758834
71,17:30:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
72,17:45:00,17.959773575815962,0.0,17.959773575815962
73,18:00:00,0.0,0.0,0.0
74,18:15:00,0.0,32.999999999999964,-32.999999999999964
75,18:30:00,0.0,32.999999999999964,-32.999999999999964
76,18:45:00,0.0,31.999999999999183,-31.999999999999183
77,19:00:00,0.0,14.999999999999995,-14.999999999999995
78,19:15:00,-0.0,14.999999999999995,-14.999999999999995
79,19:30:00,16.023124171986062,-1.687538997430238e-15,16.023124171986062
80,19:45:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
81,20:00:00,17.959773575815962,0.0,17.959773575815962
82,20:15:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
83,20:30:00,17.959773575815962,0.0,17.959773575815962
84,20:45:00,17.959773575815962,0.0,17.959773575815962
85,21:00:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
86,21:15:00,0.0,16.799999999999937,-16.799999999999937
87,21:30:00,0.0,16.000000000000025,-16.000000000000025
88,21:45:00,0.0,7.999999999999904,-7.999999999999904
89,22:00:00,0.0,8.000000000000012,-8.000000000000012
90,22:15:00,0.2794170781645502,0.0,0.2794170781645502
91,22:30:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
92,22:45:00,17.959773575815962,-1.3500311979441904e-14,17.959773575815976
93,23:00:00,17.959773575815962,4.1850967136269905e-13,17.959773575815543
94,23:15:00,17.959773575815962,9.450218385609333e-14,17.959773575815866
95,23:30:00,0.0,0.0,0.0
96,23:45:00,0.0,0.0,0.0
